Data point number,Authors,Paper name,Year,Journal,Country of authors' affiliation,Channel hydraulic diameter [mm],Channel lenght [mm],Channel boundary conditions,Channel cross section type,Channel cross section aspect ratio,Ignition location,Initial temperature [K],Initial pressure [bar],H2 [% v/v],CH4 [% v/v],C2H2 [% v/v],C2H4 [% v/v],C2H6 [% v/v],C3H8 [% v/v],C4H10 [% v/v],CO [% v/v],O2 [% v/v],N2 [% v/v],Ar [% v/v],He [% v/v],CO2 [% v/v],Run-up distance to detonation [mm],CJ detonation speed [m/s],Detonation induction lenght [m],Laminar flame speed [m/s],Expansion ratio ,Laminar flame thickness [m],Adiabatic flame temperature [K],Cp/Cv,Sound speed in burnt products [m/s],Sound speed in fresh mixture [m/s],Lewis (fuel),Lewis (Oxygen),Activation energy [J/kmol],Zeldovich number
57,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,0.6,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,23.03046123,0.0,0.0,0.0,0.0,76.96953877,0.0,0.0,0.0,0.0,84.8,2.32E+03,2.50E-05,4.80E+00,1.37E+01,6.46E-02,3.15E+03,1.34E+00,1.16E+03,3.27E+02,1.15E+00,1.32E+00,8.95E+04,3.09E+00
58,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,28.56189688,0.0,0.0,0.0,0.0,71.43810312,0.0,0.0,0.0,0.0,81.60459638,2.46E+03,1.75E-05,4.75E+00,1.52E+01,6.67E-02,3.19E+03,1.33E+00,1.23E+03,3.27E+02,1.11E+00,1.26E+00,9.48E+04,3.24E+00
59,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,30.25480492,0.0,0.0,0.0,0.0,69.74519508,0.0,0.0,0.0,0.0,79.15266106,2.50E+03,1.62E-05,4.62E+00,1.56E+01,6.86E-02,3.19E+03,1.33E+00,1.25E+03,3.27E+02,1.09E+00,1.24E+00,8.37E+04,2.86E+00
60,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,31.830324700000002,0.0,0.0,0.0,0.0,68.1696753,0.0,0.0,0.0,0.0,84.16189203,2.54E+03,1.52E-05,4.46E+00,1.60E+01,7.08E-02,3.19E+03,1.33E+00,1.27E+03,3.27E+02,1.08E+00,1.23E+00,8.36E+04,2.86E+00
61,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,73.2,0.0,0.0,0.0,0.0,85.33263305,2.42E+03,1.64E-05,4.78E+00,1.47E+01,6.64E-02,3.18E+03,1.34E+00,1.21E+03,3.27E+02,1.03E+00,1.17E+00,1.06E+05,3.63E+00
62,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,25.01520677,0.0,0.0,0.0,0.0,74.98479323,0.0,0.0,0.0,0.0,85.98962312,2.37E+03,1.77E-05,4.81E+00,1.43E+01,6.58E-02,3.17E+03,1.34E+00,1.19E+03,3.27E+02,1.03E+00,1.18E+00,1.09E+05,3.74E+00
63,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,33.33751313,0.0,0.0,0.0,0.0,66.66248687,0.0,0.0,0.0,0.0,90.88171632,2.57E+03,1.42E-05,4.26E+00,1.63E+01,7.36E-02,3.17E+03,1.33E+00,1.28E+03,3.27E+02,1.07E+00,1.22E+00,7.91E+04,2.72E+00
64,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,23.10782823,0.0,0.0,0.0,0.0,76.89217177,0.0,0.0,0.0,0.0,94.33759868,2.32E+03,2.48E-05,4.81E+00,1.38E+01,6.46E-02,3.15E+03,1.34E+00,1.16E+03,3.27E+02,1.15E+00,1.32E+00,8.80E+04,3.04E+00
65,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,21.07298022,0.0,0.0,0.0,0.0,78.92701978,0.0,0.0,0.0,0.0,101.0354596,2.27E+03,2.91E-05,4.69E+00,1.32E+01,6.53E-02,3.13E+03,1.35E+00,1.14E+03,3.27E+02,1.17E+00,1.34E+00,1.01E+05,3.52E+00
66,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,34.78071962,0.0,0.0,0.0,0.0,65.21928038,0.0,0.0,0.0,0.0,94.96021136,2.60E+03,1.36E-05,4.04E+00,1.65E+01,7.69E-02,3.15E+03,1.32E+00,1.29E+03,3.27E+02,1.05E+00,1.20E+00,8.31E+04,2.87E+00
67,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,36.18090829,0.0,0.0,0.0,0.0,63.819091709999995,0.0,0.0,0.0,0.0,105.0378788,2.63E+03,1.32E-05,3.80E+00,1.68E+01,8.07E-02,3.13E+03,1.32E+00,1.30E+03,3.27E+02,1.04E+00,1.19E+00,8.97E+04,3.12E+00
68,Ssu et al.,Formation and characteristics of composite reaction Shock clusters in narrow channels,2021,Proceedings of the Combustion Institute,Taiwan,1,750,Closed/Open,Rectangular,1,Center,298,1,0.0,0.0,0.0,18.96723822,0.0,0.0,0.0,0.0,81.03276178,0.0,0.0,0.0,0.0,106.7134581,2.20E+03,2.55E-05,4.47E+00,1.26E+01,6.80E-02,3.09E+03,1.35E+00,1.11E+03,3.27E+02,1.06E+00,1.21E+00,1.05E+05,3.69E+00
69,Kuznetsov et al.,Experimental Study of the Preheat Zone Formation and Deflagration to Detonation Transition,2010,Combustion Science and Technology,"Sweden, Russia, Germany",50,6000,Closed/Closed,Rectangular,1,Closed end,298,0.12,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1270,2.27E+03,1.78E-04,5.01E+00,1.34E+01,4.90E-01,2.90E+03,1.34E+00,1.15E+03,3.27E+02,1.14E+00,1.30E+00,8.58E+04,3.20E+00
70,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,152,15000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,10944,1.80E+03,1.98E-03,4.91E-01,8.02E+00,3.37E-01,2.27E+03,1.37E+00,9.18E+02,3.39E+02,1.86E+00,1.06E+00,6.96E+04,3.21E+00
71,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,152,15000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,10032,1.82E+03,6.05E-04,8.50E-01,8.09E+00,2.51E-01,2.37E+03,1.38E+00,9.33E+02,3.45E+02,1.33E+00,1.08E+00,8.32E+04,3.70E+00
72,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,152,15000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,29.58591718343669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.782956591318264,55.631126225245055,0.0,0.0,0.0,8968,1.97E+03,2.45E-04,2.32E+00,6.86E+00,3.42E-01,2.38E+03,1.40E+00,1.01E+03,4.07E+02,4.29E-01,1.82E+00,7.41E+04,3.27E+00
73,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,254,25000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,18034,1.80E+03,1.98E-03,4.91E-01,8.02E+00,3.37E-01,2.27E+03,1.37E+00,9.18E+02,3.39E+02,1.86E+00,1.06E+00,6.96E+04,3.21E+00
74,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,254,25000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,17526,1.82E+03,6.05E-04,8.50E-01,8.09E+00,2.51E-01,2.37E+03,1.38E+00,9.33E+02,3.45E+02,1.33E+00,1.08E+00,8.32E+04,3.70E+00
75,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,254,25000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,29.58591718343669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.782956591318264,55.631126225245055,0.0,0.0,0.0,14986,1.97E+03,2.45E-04,2.32E+00,6.86E+00,3.42E-01,2.38E+03,1.40E+00,1.01E+03,4.07E+02,4.29E-01,1.82E+00,7.41E+04,3.27E+00
76,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,406,40000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,25172,1.80E+03,1.98E-03,4.91E-01,8.02E+00,3.37E-01,2.27E+03,1.37E+00,9.18E+02,3.39E+02,1.86E+00,1.06E+00,6.96E+04,3.21E+00
77,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,406,40000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,17864,1.82E+03,6.05E-04,8.50E-01,8.09E+00,2.51E-01,2.37E+03,1.38E+00,9.33E+02,3.45E+02,1.33E+00,1.08E+00,8.32E+04,3.70E+00
78,Chatrathi et al.,Flame Propagation in Industrial Scale Piping,2001,Process Safety progress,USA,406,40000,Closed/Open,Cyrcular,N.A.,Closed end,298,1,29.58591718343669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.782956591318264,55.631126225245055,0.0,0.0,0.0,15022,1.97E+03,2.45E-04,2.32E+00,6.86E+00,3.42E-01,2.38E+03,1.40E+00,1.01E+03,4.07E+02,4.29E-01,1.82E+00,7.41E+04,3.27E+00
79,Kuznetsov et al.,Effect of Boundary Layer on Flame Acceleration and DDT,2005,Proc. ICDERS,"Germany, Russia, USA",50,6050,Closed/Closed,Rectangular,1,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1200,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
80,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,3,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,326,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
81,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,6,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,434,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
82,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,13,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,670,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
83,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,19,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,842,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
84,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,25,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,921,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
85,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,38,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1110,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
86,Baumann et al,On the Influence of Tube Diameter on the Development of Gaseous Detonation,1961,Zeitschrift für Elektrochemie,USA,51,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1250,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
87,Tanaka et al,A study on shortening of a detonation transition distance ,2001,Proceedings of the Thirty-ninth Symposium (Japanese),Japan,7.06,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,282,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
88,Tanaka et al,A study on shortening of a detonation transition distance ,2001,Proceedings of the Thirty-ninth Symposium (Japanese),Japan,14.11,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,421,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
89,Tanaka et al,A study on shortening of a detonation transition distance ,2001,Proceedings of the Thirty-ninth Symposium (Japanese),Japan,50.21,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1291,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
90,Tanaka et al,A study on shortening of a detonation transition distance ,2001,Proceedings of the Thirty-ninth Symposium (Japanese),Japan,100,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1738,2.84E+03,5.06E-05,1.02E+01,8.31E+00,2.24E-01,3.07E+03,1.40E+00,1.44E+03,5.38E+02,3.86E-01,6.13E+00,1.03E+05,3.64E+00
91,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,49,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,7745,1.80E+03,1.98E-03,4.96E-01,7.97E+00,3.36E-01,2.28E+03,1.37E+00,9.19E+02,3.40E+02,1.86E+00,1.06E+00,7.56E+04,3.48E+00
92,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,98,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,12011,1.80E+03,1.98E-03,4.96E-01,7.97E+00,3.36E-01,2.28E+03,1.37E+00,9.19E+02,3.40E+02,1.86E+00,1.06E+00,7.56E+04,3.48E+00
93,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,250,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,23100,1.80E+03,1.98E-03,4.96E-01,7.97E+00,3.36E-01,2.28E+03,1.37E+00,9.19E+02,3.40E+02,1.86E+00,1.06E+00,7.56E+04,3.48E+00
94,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,400,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.030403040304031,0.0,0.0,20.162016201620165,75.80758075807582,0.0,0.0,0.0,31278,1.80E+03,1.98E-03,4.96E-01,7.97E+00,3.36E-01,2.28E+03,1.37E+00,9.19E+02,3.40E+02,1.86E+00,1.06E+00,7.56E+04,3.48E+00
95,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,49,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,4455,1.82E+03,6.01E-04,8.58E-01,8.03E+00,2.51E-01,2.38E+03,1.38E+00,9.33E+02,3.46E+02,1.33E+00,1.08E+00,8.31E+04,3.69E+00
96,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,98,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,7707,1.82E+03,6.01E-04,8.58E-01,8.03E+00,2.51E-01,2.38E+03,1.38E+00,9.33E+02,3.46E+02,1.33E+00,1.08E+00,8.31E+04,3.69E+00
97,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,400,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,6.503251625812907,0.0,0.0,0.0,0.0,19.639819909954976,73.85692846423211,0.0,0.0,0.0,24379,1.82E+03,6.01E-04,8.58E-01,8.03E+00,2.51E-01,2.38E+03,1.38E+00,9.33E+02,3.46E+02,1.33E+00,1.08E+00,8.31E+04,3.69E+00
98,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,20.3616,76.5984,0.0,0.0,0.0,7100,1.69E+03,6.69E-03,3.25E-01,6.78E+00,4.35E-01,1.97E+03,1.37E+00,8.53E+02,3.42E+02,1.89E+00,1.07E+00,9.25E+04,4.81E+00
99,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,20.328,76.472,0.0,0.0,0.0,6566,1.71E+03,4.99E-03,3.62E-01,7.02E+00,4.07E-01,2.04E+03,1.37E+00,8.67E+02,3.42E+02,1.88E+00,1.07E+00,8.80E+04,4.46E+00
100,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,20.3175,76.4325,0.0,0.0,0.0,6440,1.72E+03,4.60E-03,3.73E-01,7.09E+00,3.99E-01,2.06E+03,1.37E+00,8.71E+02,3.42E+02,1.88E+00,1.07E+00,8.80E+04,4.42E+00
101,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,20.265,76.235,0.0,0.0,0.0,5467,1.75E+03,3.23E-03,4.23E-01,7.43E+00,3.71E-01,2.15E+03,1.37E+00,8.90E+02,3.41E+02,1.87E+00,1.07E+00,8.08E+04,3.92E+00
102,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,3.6699999999999995,0.0,0.0,20.2293,76.1007,0.0,0.0,0.0,4980,1.77E+03,2.67E-03,4.52E-01,7.64E+00,3.56E-01,2.20E+03,1.37E+00,9.01E+02,3.41E+02,1.87E+00,1.06E+00,8.17E+04,3.88E+00
103,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,20.1306,75.7294,0.0,0.0,0.0,4570,1.81E+03,1.85E-03,5.03E-01,8.03E+00,3.32E-01,2.28E+03,1.37E+00,9.22E+02,3.40E+02,1.86E+00,1.06E+00,7.04E+04,3.23E+00
104,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,20.0088,75.2712,0.0,0.0,0.0,4707,1.83E+03,1.56E-03,4.96E-01,8.02E+00,3.20E-01,2.22E+03,1.36E+00,9.22E+02,3.39E+02,1.84E+00,1.05E+00,7.89E+04,3.70E+00
105,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,19.9206,74.9394,0.0,0.0,0.0,5881,1.84E+03,1.62E-03,4.28E-01,7.89E+00,3.48E-01,2.13E+03,1.36E+00,9.15E+02,3.38E+02,1.83E+00,1.05E+00,8.58E+04,4.16E+00
106,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,5.38,0.0,0.0,19.8702,74.7498,0.0,0.0,0.0,6414,1.84E+03,1.73E-03,3.61E-01,7.81E+00,3.94E-01,2.08E+03,1.36E+00,9.10E+02,3.38E+02,1.83E+00,1.05E+00,8.24E+04,4.08E+00
107,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,19.7925,74.4575,0.0,0.0,0.0,8341,1.83E+03,2.03E-03,2.50E-01,7.68E+00,5.33E-01,2.00E+03,1.36E+00,9.04E+02,3.37E+02,1.82E+00,1.04E+00,8.63E+04,4.40E+00
108,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,20.1138,75.6662,0.0,0.0,0.0,6624,1.65E+03,6.56E-03,3.78E-01,6.26E+00,4.01E-01,1.88E+03,1.39E+00,8.29E+02,3.47E+02,1.35E+00,1.09E+00,7.44E+04,4.03E+00
109,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,20.0928,75.5872,0.0,0.0,0.0,6293,1.66E+03,5.32E-03,4.04E-01,6.36E+00,3.84E-01,1.91E+03,1.39E+00,8.35E+02,3.47E+02,1.35E+00,1.09E+00,7.44E+04,3.97E+00
110,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,20.055,75.445,0.0,0.0,0.0,6010,1.68E+03,3.73E-03,4.49E-01,6.54E+00,3.60E-01,1.96E+03,1.39E+00,8.46E+02,3.47E+02,1.35E+00,1.09E+00,7.67E+04,4.01E+00
111,Steen et al.,Experimental investigation of the run-up distance of gaseous detonations in large pipes,1983,"4th International Symposium, Loss Prevention and Safety Promotion in the Process Industries",UK,50,NA,Closed/Open,Cyrcular,N.A.,Closed end,298,1,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,20.013,75.287,0.0,0.0,0.0,5727,1.70E+03,2.73E-03,5.00E-01,6.73E+00,3.38E-01,2.02E+03,1.39E+00,8.58E+02,3.47E+02,1.35E+00,1.09E+00,8.01E+04,4.09E+00
